# GENERATED by scripts/ci/gen-pipefail-epipe-inventory.sh — do not hand-edit
# except to improve the class/note columns, which regeneration carries forward.
#
# DECLARED EXPOSURE REGISTRY — every `producer | <short-circuiting consumer>`
# pipeline in the gate plane (CI-wired scripts/ci scripts) and the product plane
# (what packaging ships to /usr/lib/nftban + /usr/sbin and what systemd units
# ExecStart). Under `pipefail` such a pipeline can return 141 while its answer
# was correct; see the header of check-pipefail-epipe-shortcircuit.sh for the
# measured thresholds.
#
# ⛔ THIS IS A DEBT REGISTER, NOT AN ALLOWLIST. A row here means the exposure is
# KNOWN and OWED, not that it is safe. The class column is the disposition:
#
#   A             SIGPIPE-SENSITIVE — the producer can exceed the pipe buffer on
#                 a real host. Owed remediation. 39 of these sit on a security-
#                 or count-reporting surface.
#   B             structurally safe — producer bounded small by construction
#   C             already normalised — `|| true` / `|| echo` fallback, or a
#                 local/declare that masks the status
#   D             shipped but not on an automatic product execution path
#   E             UNKNOWN — producer size is host-dependent; needs a probe on a
#                 representative host before it can be classified
#   UNCLASSIFIED  detected but never classified; treat as E until measured
#
# Identity is (plane, file, fingerprint) where fingerprint is the first 16 hex of
# the sha256 of the whitespace-normalised line. Line NUMBERS are deliberately not
# part of identity: they drift on any edit and would locate the subject by
# position. occurrences counts identical lines in the same file.
#
# Ratchet, three directions — see the guard's ARM 1:
#   detected but not declared       -> FAIL (new exposure)
#   declared but no longer detected -> FAIL (reconcile; locks a real fix in and
#                                     makes a disappearance explainable)
#   declared, file no longer in the -> FAIL (rotting row; nothing consumes it)
#   population
#
# Regenerate: scripts/ci/gen-pipefail-epipe-inventory.sh
#
# plane	file	fingerprint	occurrences	consumers	class	note
product	cli/lib/nftban/cli/cmd_update.sh	1f5f5e0d8581923a	1	head	E	fn=_cmd_update_main; needs a producer-size probe on a representative host
product	cli/lib/nftban/cli/cmd_update.sh	3e7443d53c392253	2	head	C	-
product	cli/lib/nftban/cli/cmd_update.sh	7ad344ff2fe0c34a	1	head	C	-
product	cli/lib/nftban/cli/cmd_update.sh	8c4616b51533561a	1	grep-q	B	-
product	cli/lib/nftban/cli/cmd_update.sh	a4a368b82e0c1459	1	grep-q	E	fn=_update_finalize_verdict; needs a producer-size probe on a representative host
product	cli/lib/nftban/cli/cmd_update.sh	bafc5de419c60f63	1	head	C	-
product	cli/lib/nftban/cli/cmd_update.sh	d29a0900c971561c	1	head	E	fn=_render_degraded_failed_units; needs a producer-size probe on a representative host
product	cli/lib/nftban/cli/cmd_update.sh	e5f0b4b157472df1	1	head	B	-
product	cli/lib/nftban/cli/cmd_update.sh	e75c342cde2aa6e7	1	head	E	fn=_render_degraded_failed_units; needs a producer-size probe on a representative host
product	cli/lib/nftban/cli/cmd_update.sh	e8617d0061847c2c	1	head	E	fn=_cmd_update_main_locked; needs a producer-size probe on a representative host
product	cli/lib/nftban/cli/cmd_version.sh	362e434aa1f2359d	1	head	A	fn=nftban_check_for_updates; security_or_count_surface=assign; INFERRED ~65024; depends on endpoint payload
product	cli/lib/nftban/cli/cmd_version.sh	6454d6979bfa10c8	1	head	A	fn=nftban_check_for_updates; security_or_count_surface=assign; INFERRED ~65024; depends on endpoint payload
product	cli/lib/nftban/cli/cmd_version.sh	68d04ef898ab34a2	1	head	UNCLASSIFIED	-
product	cli/lib/nftban/cli/cmd_version.sh	9164bf1ef4fc992e	1	head	A	fn=nftban_check_for_updates; security_or_count_surface=assign; INFERRED ~65024; depends on endpoint payload
product	cli/lib/nftban/cli/cmd_watchdog.sh	e38fc87169f43661	1	head	A	fn=nftban_watchdog_cmd_status; security_or_count_surface=YES; INFERRED ~65024; depends on tree size
product	cli/lib/nftban/cli/cmd_wizard.sh	397cc76d6875bde1	1	grep-q	B	-
product	cli/lib/nftban/cli/cmd_wizard.sh	5b9735aade33699d	1	grep-q	B	-
product	cli/lib/nftban/cli/cmd_wizard.sh	b131402adb51c477	1	grep-q	B	-
product	cli/lib/nftban/cli/cmd_wizard.sh	f568feafc924a615	1	grep-q	B	-
product	cli/lib/nftban/cli/cmd_zabbix.sh	2a3aa7de14fef9fa	1	grep-q	B	-
product	cli/lib/nftban/cli/cmd_zabbix.sh	2e703fd510c4b3c5	2	head	B	-
product	cli/lib/nftban/cli/cmd_zabbix.sh	33be55090bc3bed9	1	grep-q	E	fn=_zabbix_firewall_allow; needs a producer-size probe on a representative host
product	cli/lib/nftban/cli/cmd_zabbix.sh	420947a5c61394ae	1	head	E	fn=_cmd_zabbix_push; needs a producer-size probe on a representative host
product	cli/lib/nftban/cli/cmd_zabbix.sh	6762899515968288	1	head	C	-
product	cli/lib/nftban/cli/cmd_zabbix.sh	8de0be4aca868018	1	head	B	-
product	cli/lib/nftban/cli/cmd_zabbix.sh	cf24ec552e5cbbb1	1	grep-q	B	-
product	cli/lib/nftban/core/nftban_botscan.sh	0d190e550a60b86d	1	head	E	fn=nftban_botscan_discover_logs; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_botscan.sh	63e2eb22bc608e1a	1	head	E	fn=nftban_botscan_discover_logs; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_botscan.sh	83b9d78c598aee89	1	head	E	fn=nftban_botscan_discover_logs; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_botscan.sh	a006b4519ae97468	1	grep-q	B	-
product	cli/lib/nftban/core/nftban_botscan.sh	aaa54bf893cad958	1	grep-q	B	-
product	cli/lib/nftban/core/nftban_botscan.sh	cc42e1aa04c036af	1	head	E	fn=nftban_botscan_discover_logs; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_config_doctor.sh	17a15c1551758dfa	1	head	C	-
product	cli/lib/nftban/core/nftban_config_doctor.sh	18af3a717d23b1c2	1	grep-q	E	fn=_doctor_core_integrity; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_config_doctor.sh	3655e5cb15d7f090	1	grep-q	B	-
product	cli/lib/nftban/core/nftban_config_doctor.sh	3934ebd32ebf06dc	1	grep-q	B	-
product	cli/lib/nftban/core/nftban_config_doctor.sh	47c51153a226903b	1	head	E	fn=_doctor_core_integrity; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_config_doctor.sh	60eee7856e4c0883	1	grep-q	E	fn=_doctor_core_integrity; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_config_doctor.sh	62a8acd114ce75e6	1	grep-q	B	-
product	cli/lib/nftban/core/nftban_config_doctor.sh	6375d800d73918f6	1	grep-q	E	fn=_doctor_core_integrity; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_config_doctor.sh	6a87041a5d240943	1	grep-q	B	-
product	cli/lib/nftban/core/nftban_config_doctor.sh	6f7f0834fac4c997	1	grep-q	B	-
product	cli/lib/nftban/core/nftban_config_doctor.sh	7385dadcb18fdf4c	1	grep-q	B	-
product	cli/lib/nftban/core/nftban_config_doctor.sh	756af9c993449ce1	1	head	C	-
product	cli/lib/nftban/core/nftban_config_doctor.sh	75b6de1955116313	1	head	E	fn=_doctor_core_integrity; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_config_doctor.sh	936fa4c4e7d785bb	1	grep-q	E	fn=_doctor_core_integrity; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_config_doctor.sh	b8e59c17d68b4507	1	grep-q	B	-
product	cli/lib/nftban/core/nftban_config_doctor.sh	bbc8ffe831b1faf9	1	grep-q	B	-
product	cli/lib/nftban/core/nftban_config_doctor.sh	c6a9786c0738909a	1	grep-q	B	-
product	cli/lib/nftban/core/nftban_config_doctor.sh	e2392253621a1023	1	grep-q	E	fn=_doctor_core_integrity; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_config_doctor.sh	eea28f1d5c01cdd3	1	grep-q	B	-
product	cli/lib/nftban/core/nftban_config_local.sh	d715398d1eda6d6e	1	head	UNCLASSIFIED	-
product	cli/lib/nftban/core/nftban_ddos_classic.sh	460be55d193022fe	1	grep-q	A	fn=nftban_ddos_list_banned; security_or_count_surface=YES; MEASURED 65024 (~1600 set elements); 20/20 fail at 205291B
product	cli/lib/nftban/core/nftban_ddos_classic.sh	9701a769b004c6a6	1	grep-q	A	fn=nftban_ddos_list_banned; security_or_count_surface=YES; MEASURED 65024 (~1600 set elements); 20/20 fail at 205291B
product	cli/lib/nftban/core/nftban_ddos.sh	9b201d02c882cd13	1	head	B	-
product	cli/lib/nftban/core/nftban_ddos.sh	e89e1836060593e6	1	head	B	-
product	cli/lib/nftban/core/nftban_ddos_suricata.sh	3f7a22209d0e3454	1	grep-q	E	fn=nftban_ddos_suricata_enable; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_ddos_suricata.sh	49d2708d636b4f64	1	head	B	-
product	cli/lib/nftban/core/nftban_ddos_suricata.sh	5ae69cd26be3f55f	1	grep-q	E	fn=_nftban_ddos_suricata_process_alerts; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_ddos_suricata.sh	71d18f50877b7b46	1	grep-q	E	fn=_nftban_ddos_suricata_calculate_score; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_ddos_suricata.sh	828339df8651bc72	1	grep-q	E	fn=_nftban_ddos_suricata_calculate_score; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_ddos_suricata.sh	98c29940d18e85bd	1	grep-q	E	fn=_nftban_ddos_suricata_calculate_score; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_ddos_suricata.sh	9b201d02c882cd13	1	head	B	-
product	cli/lib/nftban/core/nftban_emulate.sh	4fafaf30863f9b01	1	grep-q	E	fn=_hex_to_bin; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_emulate.sh	892f6b748064278a	1	grep-q	E	fn=_hex_to_bin; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_emulate.sh	c67a148f2330fd83	1	head	E	fn=_hex_to_bin; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_emulate.sh	f48d2a0c6948d511	1	head	E	fn=_hex_to_bin; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_feeds.sh	0cd3cb7825638bb3	1	head	C	-
product	cli/lib/nftban/core/nftban_firewall_conflicts.sh	1a54887afabda790	1	head	C	-
product	cli/lib/nftban/core/nftban_firewall_conflicts.sh	1d16d682ddc877b2	1	head	E	fn=nftban_detect_conflicting_tables; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_firewall_conflicts.sh	3a90fb406c268ba5	1	grep-q	A	fn=nftban_report_conflicts; security_or_count_surface=YES; MEASURED 65024 on the shape; prod ruleset 168-196KB (fleet record)
product	cli/lib/nftban/core/nftban_firewall_conflicts.sh	446eba4bd3da79e3	1	grep-q	A	fn=nftban_report_conflicts; security_or_count_surface=YES; MEASURED 65024 on the shape; prod ruleset 168-196KB (fleet record)
product	cli/lib/nftban/core/nftban_firewall_conflicts.sh	4728157d7a7b6271	1	head	B	-
product	cli/lib/nftban/core/nftban_firewall_conflicts.sh	4f4a33fa8f27c685	1	grep-q	B	-
product	cli/lib/nftban/core/nftban_firewall_conflicts.sh	541c3071f3613c9f	1	head	E	fn=nftban_detect_conflicting_tables; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_firewall_conflicts.sh	8cc01d06669bc74a	1	grep-q	B	-
product	cli/lib/nftban/core/nftban_firewall_conflicts.sh	900cb14ee83c57b6	1	grep-q	B	-
product	cli/lib/nftban/core/nftban_firewall_conflicts.sh	95d881a4c8be72e4	1	grep-q	A	fn=nftban_detect_xt_compat; security_or_count_surface=YES; MEASURED 65024 on the shape; prod ruleset 168-196KB (fleet record)
product	cli/lib/nftban/core/nftban_firewall_conflicts.sh	b40cf07a4da5053e	1	head	E	fn=nftban_detect_conflicting_tables; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_firewall_conflicts.sh	d56d82085e9c0ec8	1	head	C	-
product	cli/lib/nftban/core/nftban_firewall_conflicts.sh	f37bffa5069aff6b	1	grep-q	A	fn=nftban_report_conflicts; security_or_count_surface=YES; MEASURED 65024 on the shape; prod ruleset 168-196KB (fleet record)
product	cli/lib/nftban/core/nftban_firewall_conflicts.sh	fb2896e195b3ed48	1	grep-q	B	-
product	cli/lib/nftban/core/nftban_firewall_transition_health.sh	3cf0f381d385f2aa	1	grep-q	B	-
product	cli/lib/nftban/core/nftban_firewall_transition_health.sh	726fdaed96d53255	1	head	E	fn=_fth_json_get; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_firewall_transition_health.sh	865bee4e21e806e1	1	grep-q	B	-
product	cli/lib/nftban/core/nftban_firewall_transition_health.sh	d26f182f626d89fd	1	grep-q	B	-
product	cli/lib/nftban/core/nftban_geoban.sh	c8ece77de7627796	1	head	UNCLASSIFIED	-
product	cli/lib/nftban/core/nftban_geoip_download.sh	781d4492ff1e3960	1	head	A	fn=_download_geoip; security_or_count_surface=assign; INFERRED ~65024; depends on tree size
product	cli/lib/nftban/core/nftban_geoip_go.sh	064d22cdfc8c12d7	1	head	C	-
product	cli/lib/nftban/core/nftban_geoip_go.sh	18efbbc8d1d7cc23	1	head	C	-
product	cli/lib/nftban/core/nftban_geoip_go.sh	44e6a6fab62f8645	1	head	C	-
product	cli/lib/nftban/core/nftban_geoip_go.sh	5568a1a98bd93892	1	head	C	-
product	cli/lib/nftban/core/nftban_geoip_go.sh	b2bf54b69f504145	1	head	C	-
product	cli/lib/nftban/core/nftban_geoip_go.sh	e771e3b830933113	2	head	C	-
product	cli/lib/nftban/core/nftban_geoip_go.sh	e93e1512e4d3725d	1	head	C	-
product	cli/lib/nftban/core/nftban_health_checks_config.sh	099a4523389b704b	1	head	B	-
product	cli/lib/nftban/core/nftban_health_checks_config.sh	1eae55a4a95cf107	1	grep-q	B	-
product	cli/lib/nftban/core/nftban_health_checks_config.sh	4d9b8d2552525222	1	grep-q	B	-
product	cli/lib/nftban/core/nftban_health_checks_core.sh	d760a4452b3bc509	1	grep-q	B	-
product	cli/lib/nftban/core/nftban_health_checks_integrations.sh	783cc05a86c4966d	1	grep-q	B	-
product	cli/lib/nftban/core/nftban_health_checks_integrations.sh	d01cf7ed779ce120	1	grep-q	B	-
product	cli/lib/nftban/core/nftban_health_checks_modules.sh	047c567f8692bc0f	1	head	C	-
product	cli/lib/nftban/core/nftban_health_checks_modules.sh	18f37556069cebe4	1	head	E	fn=nftban_health_check_modules; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_health_checks_modules.sh	1c090933a83f6045	1	head	E	fn=nftban_health_check_modules; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_health_checks_modules.sh	8c0a5ecffb846785	1	head	C	-
product	cli/lib/nftban/core/nftban_health_checks_modules.sh	b045a6d379f4ecbc	1	head	E	fn=nftban_health_check_modules; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_health_checks_security.sh	0785a260ac38f092	1	head	C	-
product	cli/lib/nftban/core/nftban_health_checks_security.sh	102b7239b0a03042	1	grep-q	A	fn=nftban_health_check_nftables_security; security_or_count_surface=YES; MEASURED 65024 (~1600 set elements); 20/20 fail at 205291B
product	cli/lib/nftban/core/nftban_health_checks_security.sh	4f1a8cdf9c05d3a0	1	head	C	-
product	cli/lib/nftban/core/nftban_health_checks_security.sh	563eaadf19c8a1ef	1	grep-q	A	fn=nftban_health_check_nftables_security; security_or_count_surface=YES; MEASURED 65024 on the shape; prod ruleset 168-196KB (fleet record)
product	cli/lib/nftban/core/nftban_health_checks_security.sh	620d81e3e200f876	1	grep-q	B	-
product	cli/lib/nftban/core/nftban_health_checks_security.sh	69c80b831a9a58a6	1	grep-q	A	fn=nftban_health_check_nftables_security; security_or_count_surface=YES; MEASURED 65024 (~1600 set elements); 20/20 fail at 205291B
product	cli/lib/nftban/core/nftban_health_checks_security.sh	835ec1038f3d6505	1	grep-q	B	-
product	cli/lib/nftban/core/nftban_health_checks_security.sh	9969d0a0399dc558	1	head	E	fn=nftban_health_check_nftables_security; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_health_checks_security.sh	c9fd15dcf8d24f0f	1	head	C	-
product	cli/lib/nftban/core/nftban_health_checks_security.sh	df5b964fd55eaa8b	1	head	E	fn=nftban_health_check_nftables_security; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_health_checks_security.sh	e28b3bb970f23508	1	head	C	-
product	cli/lib/nftban/core/nftban_health_checks_security.sh	e3ab636f7ae43e72	1	grep-q	A	fn=nftban_health_check_nftables_security; security_or_count_surface=YES; MEASURED 65024 (~1600 set elements); 20/20 fail at 205291B
product	cli/lib/nftban/core/nftban_health_checks_services.sh	521b5104190c1e11	1	grep-q	B	-
product	cli/lib/nftban/core/nftban_health_checks_services.sh	5f113954e0d871fb	1	head	B	-
product	cli/lib/nftban/core/nftban_health_checks_services.sh	dd9432502d01d4fc	1	head	E	fn=nftban_health_check_services; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_health_checks_services.sh	ee27cbe30bfebed8	1	grep-q	B	-
product	cli/lib/nftban/core/nftban_health_fixes.sh	2fc534e10083ed54	1	grep-q	B	-
product	cli/lib/nftban/core/nftban_health_fixes.sh	5f113954e0d871fb	1	head	B	-
product	cli/lib/nftban/core/nftban_health_fixes.sh	620d81e3e200f876	1	grep-q	B	-
product	cli/lib/nftban/core/nftban_health_fixes.sh	722152c232e9a84d	1	grep-q	B	-
product	cli/lib/nftban/core/nftban_health_fixes.sh	7bc980c600d52abf	1	grep-q	B	-
product	cli/lib/nftban/core/nftban_health_render.sh	0aec2e06ba49a4cd	1	head	E	fn=nftban_health_render_terminal; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_health.sh	75d9fb7daa63bb8d	2	grep-q	B	-
product	cli/lib/nftban/core/nftban_health.sh	ab885c5834b0705f	1	grep-q	B	-
product	cli/lib/nftban/core/nftban_ip_and_stats.sh	006f52df561bcd15	1	grep-q	A	fn=get_live_ruleset; security_or_count_surface=YES; MEASURED 65024 on the shape; prod ruleset 168-196KB (fleet record)
product	cli/lib/nftban/core/nftban_ip_and_stats.sh	92cdd245935bd2f2	1	grep-q	E	fn=validate_structure; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_legacy_backup_migration.sh	9475f805b7ccfd98	1	head	E	fn=_lbm_classify; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_login_classic.sh	c364c598e69f6c72	1	head	E	fn=_nftban_login_classic_journal_has_entries; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_login.sh	6488a50ad8b499a2	1	head,grep-q	A	fn=nftban_login_detect_services; security_or_count_surface=condition; INFERRED ~65024; depends on tree size
product	cli/lib/nftban/core/nftban_login.sh	ed8bf53591eaf279	1	grep-q	B	-
product	cli/lib/nftban/core/nftban_mail.sh	2786cb207a8721d5	1	grep-q	A	fn=nftban_mail_check_ports; security_or_count_surface=YES; MEASURED 65024 on the shape; prod ruleset 168-196KB (fleet record)
product	cli/lib/nftban/core/nftban_mail.sh	2b585e07c016f6ec	1	grep-q	A	fn=nftban_mail_check_status; security_or_count_surface=YES; MEASURED 65024 on the shape; prod ruleset 168-196KB (fleet record)
product	cli/lib/nftban/core/nftban_mail.sh	705e2291cb4906c6	1	head	A	fn=nftban_mail_load_template; security_or_count_surface=YES; INFERRED ~65024; depends on tree size
product	cli/lib/nftban/core/nftban_mail.sh	8c0a5ecffb846785	1	head	C	-
product	cli/lib/nftban/core/nftban_mail.sh	ba94c8fe23648f64	1	grep-q	A	fn=nftban_mail_check_ports; security_or_count_surface=YES; MEASURED 65024 on the shape; prod ruleset 168-196KB (fleet record)
product	cli/lib/nftban/core/nftban_mail.sh	fb1a9c3837c261f0	1	head	UNCLASSIFIED	-
product	cli/lib/nftban/core/nftban_output.sh	11086ed96c71ac78	1	grep-q	B	-
product	cli/lib/nftban/core/nftban_output.sh	4630080e876945a3	1	head	E	fn=nftban_center_text; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_output.sh	5712880c1aaee1c4	1	grep-q	A	fn=nftban_center_text; security_or_count_surface=YES; MEASURED 65024 on the shape; prod ruleset 168-196KB (fleet record)
product	cli/lib/nftban/core/nftban_output.sh	654a6e71c6fc7c0d	1	head	C	-
product	cli/lib/nftban/core/nftban_permissions.sh	0804cadcab911cb7	1	grep-q	B	-
product	cli/lib/nftban/core/nftban_portscan_classic.sh	a2e64c81a78a1e35	1	head	B	-
product	cli/lib/nftban/core/nftban_portscan.sh	4422ac319de7ba69	1	head	C	-
product	cli/lib/nftban/core/nftban_portscan.sh	b8a47983351c6530	1	head	C	-
product	cli/lib/nftban/core/nftban_portscan.sh	c04c895e470c4802	1	head	C	-
product	cli/lib/nftban/core/nftban_rbl_registry.sh	5002485b9f4b3b85	1	awk-exit	UNCLASSIFIED	-
product	cli/lib/nftban/core/nftban_rbl_registry.sh	84527f2597f2950b	1	grep-q	E	fn=_nftban_rbl_reg_trim; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_rbl_registry.sh	893b46fb6a49044f	1	head	UNCLASSIFIED	-
product	cli/lib/nftban/core/nftban_rbl_registry.sh	dba995132193766d	1	head	UNCLASSIFIED	-
product	cli/lib/nftban/core/nftban_rbl.sh	026c69ba4fb54928	1	head	E	fn=nftban_rbl_get_critical_ips; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_rbl.sh	02c06f750729316d	1	grep-q	E	fn=nftban_rbl_get_critical_ips; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_rbl.sh	1239f431f7a8cebc	2	head	E	fn=nftban_rbl_get_critical_ips; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_rbl.sh	29143428e0545bea	1	grep-q	E	fn=nftban_rbl_get_critical_ips; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_rbl.sh	35baecbc3c8ede21	1	head	B	-
product	cli/lib/nftban/core/nftban_rbl.sh	61e0c6a5b42e6662	1	head	E	fn=nftban_rbl_get_critical_ips; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_rbl.sh	a3c2d6f6f2974b03	1	head	E	fn=nftban_rbl_get_critical_ips; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_rbl.sh	ecb93261ae39877e	1	head	E	fn=nftban_rbl_get_critical_ips; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_rbl.sh	ecc9146d58529a6e	1	head	E	fn=nftban_rbl_get_critical_ips; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_rbl.sh	f009551c1e14a620	1	grep-q	E	fn=nftban_rbl_get_critical_ips; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_report_email.sh	4ad4e332278ca7d1	1	head	C	-
product	cli/lib/nftban/core/nftban_report_email.sh	4d30a8c0705d44d3	1	head	C	-
product	cli/lib/nftban/core/nftban_report_email.sh	811d0a7a81ec81b8	1	head	E	fn=nftban_report_email_generate; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_report_email.sh	e4a3ca8e0fe959c6	1	head	E	fn=nftban_report_email_generate; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_report_module.sh	243fa10c3a16b317	1	head	C	-
product	cli/lib/nftban/core/nftban_report_module.sh	73d2d8953f948a02	1	head	E	fn=nftban_module_trim; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_report_module.sh	bc2e0db94d74b148	1	head	C	-
product	cli/lib/nftban/core/nftban_report_services.sh	11fe944df36cf010	1	head	B	-
product	cli/lib/nftban/core/nftban_report_services.sh	76f9c30c81358d84	1	head	B	-
product	cli/lib/nftban/core/nftban_report_services.sh	9260aeb519c993f0	1	head	C	-
product	cli/lib/nftban/core/nftban_report_services.sh	b0fb89a18c70031e	1	head	C	-
product	cli/lib/nftban/core/nftban_report_services.sh	b69325c488df52d7	1	head	B	-
product	cli/lib/nftban/core/nftban_report_services.sh	c79f2e3d8019f80f	1	head	C	-
product	cli/lib/nftban/core/nftban_report_services.sh	d0b1bb699288c2e7	1	head	B	-
product	cli/lib/nftban/core/nftban_report_services.sh	deb948c278e2d188	1	head	C	-
product	cli/lib/nftban/core/nftban_stats_collect.sh	08a2233973a439f9	1	head	E	fn=nftban_stats_top_sources; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_stats_collect.sh	564e6cc47d43719b	1	head	C	-
product	cli/lib/nftban/core/nftban_stats_collect.sh	7d4880197fbb1208	1	head	E	fn=nftban_stats_top_countries; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_stats_collect.sh	f06b1538adaba4bb	1	awk-exit	C	-
product	cli/lib/nftban/core/nftban_stats_format.sh	162852f14b3de3d3	1	head	E	fn=nftban_stats_generate_dashboard; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_sync.sh	438437af907409a6	1	head	C	-
product	cli/lib/nftban/core/nftban_sync.sh	dd7eb2cc39e98694	1	grep-q	B	-
product	cli/lib/nftban/core/nftban_system_ip.sh	0d464b62180a4aaa	1	head	A	fn=nftban_get_public_ip; security_or_count_surface=assign; INFERRED ~65024; depends on endpoint payload
product	cli/lib/nftban/core/nftban_system_ip.sh	0ec334c5f630ceb5	1	head	A	fn=nftban_get_public_ip; security_or_count_surface=assign; INFERRED ~65024; depends on endpoint payload
product	cli/lib/nftban/core/nftban_system_ip.sh	18650ffb6e26c2d7	1	head	B	-
product	cli/lib/nftban/core/nftban_system_ip.sh	23d5a6e305164cfa	1	head	A	fn=nftban_get_public_ip; security_or_count_surface=assign; INFERRED ~65024; depends on endpoint payload
product	cli/lib/nftban/core/nftban_system_ip.sh	93ba379f2a21fef3	1	grep-q	B	-
product	cli/lib/nftban/core/nftban_system_ip.sh	aa351cbd424bf2ac	1	head	B	-
product	cli/lib/nftban/core/nftban_system_ip.sh	ade448a45c5fac08	1	head	A	fn=nftban_get_public_ip; security_or_count_surface=assign; INFERRED ~65024; depends on endpoint payload
product	cli/lib/nftban/core/nftban_system_ip.sh	c1d79d51ec3c7123	1	head	E	fn=nftban_get_current_user_ip; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_system_ip.sh	f789e39f4de56236	1	head	A	fn=nftban_get_current_user_ip; security_or_count_surface=assign; INFERRED ~65024
product	cli/lib/nftban/core/nftban_table_classify.sh	f446a18c7779e451	1	grep-q	B	-
product	cli/lib/nftban/core/nftban_tunnel_parsers.sh	46a647c90bd1420b	1	head	C	-
product	cli/lib/nftban/core/nftban_tunnel_parsers.sh	66f10aa2db5fe2c0	1	head	C	-
product	cli/lib/nftban/core/nftban_watchdog_checks.sh	91e958e6a56d6751	1	head	UNCLASSIFIED	-
product	cli/lib/nftban/core/nftban_watchdog_checks.sh	9ae8840347471b16	1	grep-q	E	fn=nftban_watchdog_check_conntrack; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_watchdog_checks.sh	c54c141cc9af3d42	2	head	E	fn=nftban_watchdog_get_top_mem; needs a producer-size probe on a representative host
product	cli/lib/nftban/core/nftban_watchdog_checks.sh	ecc8b5efe8e0225a	1	head	B	-
product	cli/lib/nftban/core/nftban_watchdog.sh	43401a00bd39cbf5	1	grep-q	B	-
product	cli/lib/nftban/cron/maintenance.sh	7d6f8edd9a6a9b86	1	grep-q	A	fn=main; security_or_count_surface=YES; MEASURED 65024 (~1600 set elements); 20/20 fail at 205291B
product	cli/lib/nftban/cron/maintenance.sh	99f273a0af1c7040	1	head	C	-
product	cli/lib/nftban/cron/maintenance.sh	a39b8ad06de68bf3	1	head	C	-
product	cli/lib/nftban/cron/maintenance.sh	c46f4f71abc1da39	1	grep-q	E	fn=main; needs a producer-size probe on a representative host
